episode,trajectory_index,base_instance_index,preference_slot,preference_group_id,update_id,instance_id,instance_seed,pressure_type,cost_profile,w_flow,w_cost,w_variance,preference_source,steps,policy_steps,forced_actions,forced_action_ratio,worker_step_command_count,worker_local_physical_forced_action_count,worker_local_physical_forced_share,estimated_worker_step_round_trips_avoided,unattributed_forced_reward,reward,reward_base,reward_shaping,reward_training,expected_reward,reward_identity_error,reward_phase,reward_flow,reward_cost,reward_variance,reward_completion_progress,reward_completion_bonus,reward_quality,reward_truncation,reward_unfinished,reward_feasibility_shaping,completed_operations,time,terminated,truncated,terminal_reason,completed_order_ratio,completed_operation_ratio,total_flow_time,flow_time_objective,reconfiguration_cost,worker_load_variance,quality_score,preference_quality_score,maximum_worker_fatigue,mean_peak_worker_fatigue,safe_fatigue_limit,fatigue_masked_action_count,fatigue_masked_action_ratio,worker_competition_event_count,worker_matching_deficit_event_count,resource_admission_masked_action_count,resource_admission_masked_action_ratio,minimum_worker_alternatives,matching_preserving_worker_action_count,candidate_recovery_advance_count,production_defer_recovery_improvement_count,production_defer_wait_ticks,production_defer_wait_time,conditional_worker_wait_opportunity_count,conditional_worker_wait_selected_count,conditional_worker_wait_total_ticks,conditional_worker_wait_total_time,conditional_worker_wait_pair_gain_sum,conditional_worker_wait_fatigue_improvement_sum,conditional_worker_wait_duration_improvement_ticks_sum,conditional_worker_wait_max_consecutive_observed,reconfiguration_reuse_count,qualification_scarcity_regret,qualification_scarcity_decision_count,conditional_worker_wait_reason_counts,machine_waiting_for_worker_time,completed_reconfigurations,worker_switch_ratio,direct_process_action_count,commit_reconfig_action_count,defer_production_action_count,worker_assign_action_count,advance_event_action_count,forced_action_state_count,forced_production_count,forced_worker_count,forced_pair_count,forced_advance_count,forced_production_pair_count,forced_production_advance_count,forced_worker_pair_count,forced_worker_advance_count,forced_pair_advance_blocked_non_delay_count,forced_worker_pair_non_delay_count,forced_pair_advance_physically_unavailable_count,forced_advance_pair_physically_unavailable_count,forced_wait_dis_count,forced_wait_ins_count,forced_mixed_wait_stage_count,forced_phase_handoff_count,forced_recovery_advance_count,forced_future_event_advance_count,forced_direct_process_count,forced_commit_reconfig_count,forced_defer_production_count,forced_worker_assign_count,forced_advance_event_count,forced_action_chain_count,longest_forced_action_chain,mean_forced_action_chain_length,schedule_violation_count,parallel_envs,batch_transition_count,sampling_wall_time_seconds,policy_inference_time_seconds,generation_time_seconds,environment_step_time_seconds,ppo_update_time_seconds,loss_scope,candidate_status,policy_loss,value_loss,entropy,loss,approx_kl,clip_fraction,ratio_mean,gradient_norm,gradient_clipped_fraction,gradient_norm_max,return_mean,return_std,advantage_mean,advantage_std,value_prediction_mean,value_prediction_std,pre_update_explained_variance,learning_rate,policy_head_weight_production_processing_time_norm,policy_head_weight_production_reconfiguration_time_norm,policy_head_weight_production_fixed_reconfiguration_cost_norm,policy_head_weight_production_estimated_labor_cost_norm,policy_head_weight_production_estimated_downtime_cost_norm,policy_head_weight_production_horizon_slack_norm,policy_head_weight_worker_stage_duration_norm,policy_head_weight_worker_projected_fatigue_ratio,policy_head_weight_worker_incremental_labor_cost_norm,policy_head_weight_worker_incremental_downtime_cost_norm,policy_head_weight_worker_incremental_load_variance_norm,policy_head_gate_production_common,policy_head_gate_production_residual,policy_head_gate_worker_common,policy_head_gate_worker_residual,policy_head_preference_action_scale
1687,1687,337,2,337,169,train_reconfiguration_bottleneck_1000337,1000337,reconfiguration_bottleneck,balanced_cost,0.0,0.0,1.0,group_anchor_2,329,329,0,0.0,329,0,0.0,0,0.0,1.9051758071304976,1.9676758071304976,-0.06249999999999997,1.9051758071304976,1.967675807130497,6.661338147750939e-16,quality,-1075.6,-1535.4916029135786,-3.4558333333333446,1.0,1.0,-0.06464838573900594,0.0,0.0,-0.06249999999999997,72,189.4,True,False,completed,1.0,1.0,1075.6,1075.6,1535.4916029135786,3.455833333333347,0.43094270201853735,0.06464838573900596,0.7496376996999998,0.7167752264666666,0.75,13,0.1,0,0,54,0.4186046511627907,1,117,2,1,1310,131.0,0,0,0,0.0,0,0.0,0,0,41,0.0,0,{},0.0,28,1.0,44,28,146,56,55,213,143,70,15,198,0,143,15,55,15,15,0,198,37,33,0,55,22,198,0,0,143,15,55,105,7,2.0285714285714285,0,10,2802,24.915132400001312,21.919763799987777,0.1996261999993294,0.2474440999867511,31.931552299998657,parallel_episode_batch,pending,-0.0008986211403019049,0.0001188675725478044,0.3217277745292945,-0.004056464539396323,1.939739078693492e-06,0.0,0.9999886866320263,0.09199410666372966,0.0,0.22640573978424072,1.5903162956237793,0.26513364911079407,4.8098172555910423e-05,0.011235914193093777,1.5902682542800903,0.26304012537002563,0.9982040524482727,2.5e-05,-0.30387061834335327,-0.306628555059433,-0.2048249989748001,-0.20447668433189392,-0.20360374450683594,0.30563145875930786,-0.30720674991607666,-0.313284695148468,-0.19479909539222717,-0.20497272908687592,-0.21503369510173798,0.0179862342774868,0.12310463935136795,0.01798621006309986,0.12507376074790955,1.0579160451889038
1688,1688,337,3,337,169,train_reconfiguration_bottleneck_1000337,1000337,reconfiguration_bottleneck,balanced_cost,0.3333333333333333,0.3333333333333333,0.3333333333333333,group_anchor_3,280,280,0,0.0,280,0,0.0,0,0.0,1.7199070839464772,1.7824070839464772,-0.0625,1.7199070839464772,1.7824070839464774,-2.220446049250313e-16,quality,-941.7,-1079.9019521220996,-26.528888888888897,1.0,1.0,-0.43518583210704526,0.0,0.0,-0.0625,72,178.70000000000002,True,False,completed,1.0,1.0,941.7,941.7,1079.9019521220996,26.528888888888897,0.44494154079583537,0.43518583210704526,0.6534,0.39975603625000006,0.75,0,0.0,0,0,0,0.0,1,106,0,0,1200,120.0,0,0,0,0.0,0,0.0,0,0,49,0.0,0,{},0.0,20,1.0,52,20,128,40,40,163,122,41,1,162,0,122,1,40,1,1,0,162,20,21,0,40,0,162,0,0,122,1,40,106,5,1.5377358490566038,0,10,2802,24.915132400001312,21.919763799987777,0.16638489999968442,0.2016317999932653,31.931552299998657,parallel_episode_batch,pending,-0.0008986211403019049,0.0001188675725478044,0.3217277745292945,-0.004056464539396323,1.939739078693492e-06,0.0,0.9999886866320263,0.09199410666372966,0.0,0.22640573978424072,1.5903162956237793,0.26513364911079407,4.8098172555910423e-05,0.011235914193093777,1.5902682542800903,0.26304012537002563,0.9982040524482727,2.5e-05,-0.30387061834335327,-0.306628555059433,-0.2048249989748001,-0.20447668433189392,-0.20360374450683594,0.30563145875930786,-0.30720674991607666,-0.313284695148468,-0.19479909539222717,-0.20497272908687592,-0.21503369510173798,0.0179862342774868,0.12310463935136795,0.01798621006309986,0.12507376074790955,1.0579160451889038
1689,1689,337,4,337,169,train_reconfiguration_bottleneck_1000337,1000337,reconfiguration_bottleneck,balanced_cost,0.5,0.3,0.2,group_anchor_4,285,285,0,0.0,285,0,0.0,0,0.0,1.7075960250064517,1.7700960250064517,-0.0625,1.7075960250064517,1.7700960250064517,0.0,quality,-985.8999999999997,-1184.4767387027891,-27.89805555555557,1.0,1.0,-0.4598079499870966,0.0,0.0,-0.0625,72,182.3,True,False,completed,1.0,1.0,985.8999999999997,985.8999999999997,1184.4767387027891,27.89805555555557,0.4598079499870966,0.4598079499870966,0.6749985178000002,0.4354748795333334,0.75,0,0.0,0,0,0,0.0,1,114,0,0,1268,126.80000000000001,0,0,0,0.0,0,0.0,0,0,47,0.0,0,{},0.0,22,0.9545454545454546,50,22,127,44,42,157,113,44,2,155,0,113,2,42,2,2,0,155,19,23,0,40,0,155,0,0,113,2,42,98,5,1.6020408163265305,0,10,2802,24.915132400001312,21.919763799987777,0.15181099999972503,0.24665110002388246,31.931552299998657,parallel_episode_batch,pending,-0.0008986211403019049,0.0001188675725478044,0.3217277745292945,-0.004056464539396323,1.939739078693492e-06,0.0,0.9999886866320263,0.09199410666372966,0.0,0.22640573978424072,1.5903162956237793,0.26513364911079407,4.8098172555910423e-05,0.011235914193093777,1.5902682542800903,0.26304012537002563,0.9982040524482727,2.5e-05,-0.30387061834335327,-0.306628555059433,-0.2048249989748001,-0.20447668433189392,-0.20360374450683594,0.30563145875930786,-0.30720674991607666,-0.313284695148468,-0.19479909539222717,-0.20497272908687592,-0.21503369510173798,0.0179862342774868,0.12310463935136795,0.01798621006309986,0.12507376074790955,1.0579160451889038
1690,1690,338,0,338,170,train_balanced_1000338,1000338,balanced,fixed_cost_dominant,1.0,0.0,0.0,group_anchor_0,226,226,0,0.0,226,0,0.0,0,0.0,1.730640512018761,1.793140512018761,-0.0625,1.730640512018761,1.793140512018761,0.0,quality,-846.8000000000001,-481.45256235240004,-10.811388888888892,1.0,1.0,-0.41371897596247803,0.0,0.0,-0.0625,70,212.8,True,False,completed,1.0,1.0,846.8000000000001,846.8000000000001,481.45256235240004,10.811388888888892,0.339912653798626,0.41371897596247803,0.22450000000000003,0.19986666666666672,0.75,0,0.0,0,0,0,0.0,1,59,0,0,1829,182.9,0,0,0,0.0,0,0.0,0,0,37,0.0,0,{},0.0,12,0.9166666666666666,58,12,109,24,23,131,104,27,4,127,0,104,4,23,4,4,0,127,12,15,0,23,0,127,0,0,104,4,23,86,14,1.5232558139534884,0,10,1928,16.324626700001318,14.19401980001021,0.12156590000085998,0.18568290000257548,20.137755199999447,parallel_episode_batch,pending,-0.004758693142643859,5.234179359596906e-05,0.34798214512486614,-0.008212343992425068,3.6869584413756044e-06,0.0,0.9999703168869019,0.10313595777317401,0.0,0.33331939578056335,1.450472354888916,0.2715727388858795,0.00021373500931076705,0.00788514968007803,1.450258493423462,0.2725564241409302,0.9991569519042969,2.5e-05,-0.30394208431243896,-0.3065904676914215,-0.20483903586864471,-0.2044495940208435,-0.2035861611366272,0.30565181374549866,-0.3071165084838867,-0.3132683038711548,-0.19476398825645447,-0.20492559671401978,-0.21507559716701508,0.017986232414841652,0.12311414629220963,0.01798621006309986,0.12509681284427643,1.0578925609588623
1691,1691,338,1,338,170,train_balanced_1000338,1000338,balanced,fixed_cost_dominant,0.0,1.0,0.0,group_anchor_1,228,228,0,0.0,228,0,0.0,0,0.0,1.7768704699416684,1.8393704699416684,-0.0625,1.7768704699416684,1.8393704699416684,0.0,quality,-843.3999999999997,-473.31616709592004,-4.9533333333333385,1.0,1.0,-0.3212590601166632,0.0,0.0,-0.0625,70,217.10000000000002,True,False,completed,1.0,1.0,843.3999999999997,843.3999999999997,473.31616709592004,4.953333333333338,0.3207768686230077,0.3212590601166632,0.3175000000000001,0.21386666666666673,0.75,0,0.0,0,0,0,0.0,2,67,0,0,1803,180.3,0,0,0,0.0,0,0.0,0,0,32,0.0,0,{},0.0,12,0.9166666666666666,58,12,110,24,24,125,101,24,0,125,0,101,0,24,0,0,0,125,12,12,0,24,0,125,0,0,101,0,24,89,4,1.404494382022472,0,10,1928,16.324626700001318,14.19401980001021,0.11362519999966025,0.19305860002896225,20.137755199999447,parallel_episode_batch,pending,-0.004758693142643859,5.234179359596906e-05,0.34798214512486614,-0.008212343992425068,3.6869584413756044e-06,0.0,0.9999703168869019,0.10313595777317401,0.0,0.33331939578056335,1.450472354888916,0.2715727388858795,0.00021373500931076705,0.00788514968007803,1.450258493423462,0.2725564241409302,0.9991569519042969,2.5e-05,-0.30394208431243896,-0.3065904676914215,-0.20483903586864471,-0.2044495940208435,-0.2035861611366272,0.30565181374549866,-0.3071165084838867,-0.3132683038711548,-0.19476398825645447,-0.20492559671401978,-0.21507559716701508,0.017986232414841652,0.12311414629220963,0.01798621006309986,0.12509681284427643,1.0578925609588623
1692,1692,338,2,338,170,train_balanced_1000338,1000338,balanced,fixed_cost_dominant,0.0,0.0,1.0,group_anchor_2,222,222,0,0.0,222,0,0.0,0,0.0,1.911613407927176,1.974113407927176,-0.0625,1.911613407927176,1.9741134079271763,-2.220446049250313e-16,quality,-850.5000000000002,-440.9905921854198,-2.729999999999999,1.0,1.0,-0.05177318414564763,0.0,0.0,-0.0625,70,217.5,True,False,completed,1.0,1.0,850.5000000000002,850.5000000000002,440.9905921854198,2.729999999999999,0.30955296166077234,0.051773184145647626,0.21719999999999998,0.17495000000000002,0.75,0,0.0,0,0,0,0.0,2,63,0,0,1856,185.60000000000002,0,0,0,0.0,0,0.0,0,0,32,0.0,0,{},0.0,11,1.0,59,11,108,22,22,119,97,22,0,119,0,97,0,22,0,0,0,119,11,11,0,22,0,119,0,0,97,0,22,87,4,1.367816091954023,0,10,1928,16.324626700001318,14.19401980001021,0.13304629999947792,0.16801550001036958,20.137755199999447,parallel_episode_batch,pending,-0.004758693142643859,5.234179359596906e-05,0.34798214512486614,-0.008212343992425068,3.6869584413756044e-06,0.0,0.9999703168869019,0.10313595777317401,0.0,0.33331939578056335,1.450472354888916,0.2715727388858795,0.00021373500931076705,0.00788514968007803,1.450258493423462,0.2725564241409302,0.9991569519042969,2.5e-05,-0.30394208431243896,-0.3065904676914215,-0.20483903586864471,-0.2044495940208435,-0.2035861611366272,0.30565181374549866,-0.3071165084838867,-0.3132683038711548,-0.19476398825645447,-0.20492559671401978,-0.21507559716701508,0.017986232414841652,0.12311414629220963,0.01798621006309986,0.12509681284427643,1.0578925609588623
1693,1693,338,3,338,170,train_balanced_1000338,1000338,balanced,fixed_cost_dominant,0.3333333333333333,0.3333333333333333,0.3333333333333333,group_anchor_3,219,219,0,0.0,219,0,0.0,0,0.0,1.801962232308523,1.864462232308523,-0.0625,1.801962232308523,1.8644622323085225,4.440892098500626e-16,quality,-819.5999999999998,-443.80495540662,-5.556666666666666,1.0,1.0,-0.2710755353829551,0.0,0.0,-0.0625,70,214.10000000000002,True,False,completed,1.0,1.0,819.5999999999998,819.5999999999998,443.80495540662,5.556666666666666,0.31513076892759884,0.2710755353829551,0.1816,0.14593333333333333,0.75,0,0.0,0,0,0,0.0,2,62,0,0,1770,177.0,0,0,0,0.0,0,0.0,0,0,31,0.0,0,{},0.0,11,1.0,59,11,106,22,21,123,102,21,0,123,0,102,0,21,0,0,0,123,11,10,1,20,0,123,0,0,102,0,21,89,5,1.3820224719101124,0,10,1928,16.324626700001318,14.19401980001021,0.16184980000070937,0.15519910000875825,20.137755199999447,parallel_episode_batch,pending,-0.004758693142643859,5.234179359596906e-05,0.34798214512486614,-0.008212343992425068,3.6869584413756044e-06,0.0,0.9999703168869019,0.10313595777317401,0.0,0.33331939578056335,1.450472354888916,0.2715727388858795,0.00021373500931076705,0.00788514968007803,1.450258493423462,0.2725564241409302,0.9991569519042969,2.5e-05,-0.30394208431243896,-0.3065904676914215,-0.20483903586864471,-0.2044495940208435,-0.2035861611366272,0.30565181374549866,-0.3071165084838867,-0.3132683038711548,-0.19476398825645447,-0.20492559671401978,-0.21507559716701508,0.017986232414841652,0.12311414629220963,0.01798621006309986,0.12509681284427643,1.0578925609588623
1694,1694,338,4,338,170,train_balanced_1000338,1000338,balanced,fixed_cost_dominant,0.5,0.3,0.2,group_anchor_4,233,233,0,0.0,233,0,0.0,0,0.0,1.7782519643552153,1.8407519643552153,-0.0625,1.7782519643552153,1.8407519643552155,-2.220446049250313e-16,quality,-834.5,-514.48759697455,-3.049166666666668,1.0,1.0,-0.3184960712895691,0.0,0.0,-0.0625,70,200.70000000000002,True,False,completed,1.0,1.0,834.5,834.5,514.48759697455,3.049166666666668,0.3184960712895691,0.3184960712895691,0.19900000000000004,0.16678333333333337,0.75,0,0.0,0,0,0,0.0,1,68,0,0,1575,157.5,0,0,0,0.0,0,0.0,0,0,36,0.0,0,{},0.0,13,0.9230769230769231,57,13,111,26,26,133,106,27,1,132,0,106,1,26,1,1,0,132,14,13,0,26,0,132,0,0,106,1,26,91,4,1.4615384615384615,0,10,1928,16.324626700001318,14.19401980001021,0.14361749999989115,0.1432626000005257,20.137755199999447,parallel_episode_batch,pending,-0.004758693142643859,5.234179359596906e-05,0.34798214512486614,-0.008212343992425068,3.6869584413756044e-06,0.0,0.9999703168869019,0.10313595777317401,0.0,0.33331939578056335,1.450472354888916,0.2715727388858795,0.00021373500931076705,0.00788514968007803,1.450258493423462,0.2725564241409302,0.9991569519042969,2.5e-05,-0.30394208431243896,-0.3065904676914215,-0.20483903586864471,-0.2044495940208435,-0.2035861611366272,0.30565181374549866,-0.3071165084838867,-0.3132683038711548,-0.19476398825645447,-0.20492559671401978,-0.21507559716701508,0.017986232414841652,0.12311414629220963,0.01798621006309986,0.12509681284427643,1.0578925609588623
1695,1695,339,0,339,170,train_easy_1000339,1000339,easy,fixed_cost_dominant,1.0,0.0,0.0,group_anchor_0,154,154,0,0.0,154,0,0.0,0,0.0,1.7903166529460188,1.8528166529460188,-0.0625,1.7903166529460188,1.852816652946019,-2.220446049250313e-16,quality,-500.6,-301.9176830484201,-5.518055555555557,0.9999999999999997,1.0,-0.2943666941079619,0.0,0.0,-0.0625,49,178.9,True,False,completed,1.0,1.0,500.6,500.6,301.9176830484201,5.518055555555557,0.23663244990254265,0.2943666941079619,0.1938,0.13117111195,0.75,0,0.0,0,0,0,0.0,2,43,0,0,1629,162.9,0,0,0,0.0,0,0.0,0,0,20,0.0,0,{},0.0,8,1.0,41,8,74,16,15,82,67,15,0,82,0,67,0,15,0,0,0,82,8,7,0,15,0,82,0,0,67,0,15,59,5,1.3898305084745763,0,10,1928,16.324626700001318,14.19401980001021,0.12245520000033139,0.12559749998581538,20.137755199999447,parallel_episode_batch,pending,-0.004758693142643859,5.234179359596906e-05,0.34798214512486614,-0.008212343992425068,3.6869584413756044e-06,0.0,0.9999703168869019,0.10313595777317401,0.0,0.33331939578056335,1.450472354888916,0.2715727388858795,0.00021373500931076705,0.00788514968007803,1.450258493423462,0.2725564241409302,0.9991569519042969,2.5e-05,-0.30394208431243896,-0.3065904676914215,-0.20483903586864471,-0.2044495940208435,-0.2035861611366272,0.30565181374549866,-0.3071165084838867,-0.3132683038711548,-0.19476398825645447,-0.20492559671401978,-0.21507559716701508,0.017986232414841652,0.12311414629220963,0.01798621006309986,0.12509681284427643,1.0578925609588623
1696,1696,339,1,339,170,train_easy_1000339,1000339,easy,fixed_cost_dominant,0.0,1.0,0.0,group_anchor_1,158,158,0,0.0,158,0,0.0,0,0.0,1.8215130483245159,1.8840130483245159,-0.0625,1.8215130483245159,1.8840130483245165,-6.661338147750939e-16,quality,-513.2000000000002,-302.03909002974007,-0.40138888888888846,0.9999999999999997,1.0,-0.2319739033509671,0.0,0.0,-0.0625,49,170.5,True,False,completed,1.0,1.0,513.2000000000002,513.2000000000002,302.03909002974007,0.4013888888888886,0.22096313301946352,0.2319739033509671,0.21650000000000005,0.14060000000000003,0.75,0,0.0,0,0,0,0.0,2,47,0,1,1497,149.70000000000002,0,0,0,0.0,0,0.0,0,0,18,0.0,0,{},0.0,8,1.0,41,8,79,16,14,82,68,14,0,82,0,68,0,14,0,0,0,82,6,8,1,13,0,82,0,0,68,0,14,55,5,1.490909090909091,0,10,1928,16.324626700001318,14.19401980001021,0.12103190000016184,0.15264370000659255,20.137755199999447,parallel_episode_batch,pending,-0.004758693142643859,5.234179359596906e-05,0.34798214512486614,-0.008212343992425068,3.6869584413756044e-06,0.0,0.9999703168869019,0.10313595777317401,0.0,0.33331939578056335,1.450472354888916,0.2715727388858795,0.00021373500931076705,0.00788514968007803,1.450258493423462,0.2725564241409302,0.9991569519042969,2.5e-05,-0.30394208431243896,-0.3065904676914215,-0.20483903586864471,-0.2044495940208435,-0.2035861611366272,0.30565181374549866,-0.3071165084838867,-0.3132683038711548,-0.19476398825645447,-0.20492559671401978,-0.21507559716701508,0.017986232414841652,0.12311414629220963,0.01798621006309986,0.12509681284427643,1.0578925609588623
1697,1697,339,2,339,170,train_easy_1000339,1000339,easy,fixed_cost_dominant,0.0,0.0,1.0,group_anchor_2,159,159,0,0.0,159,0,0.0,0,0.0,1.8757014265890883,1.9382014265890883,-0.0625,1.8757014265890883,1.9382014265890888,-4.440892098500626e-16,quality,-505.5,-306.51545263989993,-7.051388888888891,0.9999999999999997,1.0,-0.12359714682182245,0.0,0.0,-0.0625,49,172.0,True,False,completed,1.0,1.0,505.5,505.5,306.51545263989993,7.051388888888891,0.2432980297091295,0.12359714682182245,0.22139999999999999,0.15184217081666668,0.75,0,0.0,0,0,0,0.0,2,44,0,1,1495,149.5,0,0,0,0.0,0,0.0,0,0,19,0.0,0,{},0.0,8,1.0,41,8,78,16,16,87,71,16,0,87,0,71,0,16,0,0,0,87,8,8,0,16,0,87,0,0,71,0,16,60,4,1.45,0,10,1928,16.324626700001318,14.19401980001021,0.1086645999985194,0.13095769999563345,20.137755199999447,parallel_episode_batch,pending,-0.004758693142643859,5.234179359596906e-05,0.34798214512486614,-0.008212343992425068,3.6869584413756044e-06,0.0,0.9999703168869019,0.10313595777317401,0.0,0.33331939578056335,1.450472354888916,0.2715727388858795,0.00021373500931076705,0.00788514968007803,1.450258493423462,0.2725564241409302,0.9991569519042969,2.5e-05,-0.30394208431243896,-0.3065904676914215,-0.20483903586864471,-0.2044495940208435,-0.2035861611366272,0.30565181374549866,-0.3071165084838867,-0.3132683038711548,-0.19476398825645447,-0.20492559671401978,-0.21507559716701508,0.017986232414841652,0.12311414629220963,0.01798621006309986,0.12509681284427643,1.0578925609588623
1698,1698,339,3,339,170,train_easy_1000339,1000339,easy,fixed_cost_dominant,0.3333333333333333,0.3333333333333333,0.3333333333333333,group_anchor_3,157,157,0,0.0,157,0,0.0,0,0.0,1.8150802484043687,1.8775802484043687,-0.0625,1.8150802484043687,1.8775802484043684,2.220446049250313e-16,quality,-486.2000000000001,-301.65591357396,-13.648055555555553,0.9999999999999997,1.0,-0.24483950319126313,0.0,0.0,-0.0625,49,170.9,True,False,completed,1.0,1.0,486.2000000000001,486.2000000000001,301.65591357396,13.648055555555553,0.25658067767635495,0.24483950319126313,0.26770000000000005,0.13536133938333336,0.75,0,0.0,0,0,0,0.0,2,42,0,0,1497,149.70000000000002,0,0,0,0.0,0,0.0,0,0,21,0.0,0,{},0.0,8,1.0,41,8,76,16,16,87,71,16,0,87,0,71,0,16,0,0,0,87,8,8,0,16,0,87,0,0,71,0,16,62,6,1.403225806451613,0,10,1928,16.324626700001318,14.19401980001021,0.11697309999908612,0.1427852999931929,20.137755199999447,parallel_episode_batch,pending,-0.004758693142643859,5.234179359596906e-05,0.34798214512486614,-0.008212343992425068,3.6869584413756044e-06,0.0,0.9999703168869019,0.10313595777317401,0.0,0.33331939578056335,1.450472354888916,0.2715727388858795,0.00021373500931076705,0.00788514968007803,1.450258493423462,0.2725564241409302,0.9991569519042969,2.5e-05,-0.30394208431243896,-0.3065904676914215,-0.20483903586864471,-0.2044495940208435,-0.2035861611366272,0.30565181374549866,-0.3071165084838867,-0.3132683038711548,-0.19476398825645447,-0.20492559671401978,-0.21507559716701508,0.017986232414841652,0.12311414629220963,0.01798621006309986,0.12509681284427643,1.0578925609588623
1699,1699,339,4,339,170,train_easy_1000339,1000339,easy,fixed_cost_dominant,0.5,0.3,0.2,group_anchor_4,172,172,0,0.0,172,0,0.0,0,0.0,1.816879446170245,1.879379446170245,-0.0625,1.816879446170245,1.8793794461702449,2.220446049250313e-16,quality,-507.90000000000015,-371.3959780017999,-2.9955555555555566,0.9999999999999997,1.0,-0.24124110765951012,0.0,0.0,-0.0625,49,172.3,True,False,completed,1.0,1.0,507.90000000000015,507.90000000000015,371.3959780017999,2.9955555555555566,0.24124110765951012,0.24124110765951012,0.18780000000000002,0.14028333333333334,0.75,0,0.0,0,0,0,0.0,1,51,0,1,1455,145.5,0,0,0,0.0,0,0.0,0,0,21,0.0,0,{},0.0,10,1.0,39,10,83,20,20,101,80,21,1,100,0,80,1,20,1,1,0,100,10,11,0,20,0,100,0,0,80,1,20,66,6,1.5303030303030303,0,10,1928,16.324626700001318,14.19401980001021,0.11148440000033588,0.1485800999944331,20.137755199999447,parallel_episode_batch,pending,-0.004758693142643859,5.234179359596906e-05,0.34798214512486614,-0.008212343992425068,3.6869584413756044e-06,0.0,0.9999703168869019,0.10313595777317401,0.0,0.33331939578056335,1.450472354888916,0.2715727388858795,0.00021373500931076705,0.00788514968007803,1.450258493423462,0.2725564241409302,0.9991569519042969,2.5e-05,-0.30394208431243896,-0.3065904676914215,-0.20483903586864471,-0.2044495940208435,-0.2035861611366272,0.30565181374549866,-0.3071165084838867,-0.3132683038711548,-0.19476398825645447,-0.20492559671401978,-0.21507559716701508,0.017986232414841652,0.12311414629220963,0.01798621006309986,0.12509681284427643,1.0578925609588623
1700,1700,340,0,340,171,train_balanced_1000340,1000340,balanced,balanced_cost,1.0,0.0,0.0,group_anchor_0,120,120,0,0.0,120,0,0.0,0,0.0,1.7854269353435779,1.8479269353435779,-0.0625,1.7854269353435779,1.8479269353435779,0.0,quality,-524.5,-122.36712940198001,-2.502500000000001,1.0,1.0,-0.3041461293128443,0.0,0.0,-0.0625,45,185.8,True,False,completed,1.0,1.0,524.5,524.5,122.36712940198001,2.502500000000001,0.19431372553361292,0.3041461293128443,0.1415979538,0.13123611098333335,0.75,0,0.0,0,0,0,0.0,3,18,0,1,1736,173.60000000000002,0,0,0,0.0,0,0.0,0,0,4,0.0,0,{},0.0,3,1.0,42,3,63,6,6,67,61,6,0,67,0,61,0,6,0,0,0,67,3,3,0,6,0,67,0,0,61,0,6,50,3,1.34,0,10,2134,17.76271059999999,14.899633600021843,0.15718729999935022,0.14263780001056148,22.670405999999275,parallel_episode_batch,pending,0.001153834821546779,0.00012487847534965325,0.3845967301989303,-0.0026296929641188506,1.977863556803908e-06,0.0,1.0000116185230368,0.10256798831088577,0.0,0.2699044644832611,1.6183295249938965,0.2678554356098175,0.0010279086418449879,0.011385379359126091,1.6173015832901,0.2709846496582031,0.9981932640075684,2.5e-05,-0.30391111969947815,-0.30658838152885437,-0.20483599603176117,-0.2044471949338913,-0.20359207689762115,0.3056598901748657,-0.30707216262817383,-0.31321051716804504,-0.19465945661067963,-0.20492790639400482,-0.2151414006948471,0.017986232414841652,0.12311222404241562,0.01798621006309986,0.12514950335025787,1.058231234550476
1701,1701,340,1,340,171,train_balanced_1000340,1000340,balanced,balanced_cost,0.0,1.0,0.0,group_anchor_1,119,119,0,0.0,119,0,0.0,0,0.0,1.8829931846373795,1.9454931846373795,-0.0625,1.8829931846373795,1.9454931846373795,0.0,quality,-528.3,-122.35162566401002,-6.365833333333334,1.0,1.0,-0.10901363072524074,0.0,0.0,-0.0625,45,186.20000000000002,True,False,completed,1.0,1.0,528.3,528.3,122.35162566401002,6.365833333333335,0.20812969859851954,0.10901363072524074,0.1415979538,0.12157927946666665,0.75,0,0.0,0,0,0,0.0,3,18,0,0,1772,177.20000000000002,0,0,0,0.0,0,0.0,0,0,4,0.0,0,{},0.0,3,1.0,42,3,62,6,6,65,59,6,0,65,0,59,0,6,0,0,0,65,3,3,0,6,0,65,0,0,59,0,6,50,3,1.3,0,10,2134,17.76271059999999,14.899633600021843,0.1474815999990824,0.1281287000147131,22.670405999999275,parallel_episode_batch,pending,0.001153834821546779,0.00012487847534965325,0.3845967301989303,-0.0026296929641188506,1.977863556803908e-06,0.0,1.0000116185230368,0.10256798831088577,0.0,0.2699044644832611,1.6183295249938965,0.2678554356098175,0.0010279086418449879,0.011385379359126091,1.6173015832901,0.2709846496582031,0.9981932640075684,2.5e-05,-0.30391111969947815,-0.30658838152885437,-0.20483599603176117,-0.2044471949338913,-0.20359207689762115,0.3056598901748657,-0.30707216262817383,-0.31321051716804504,-0.19465945661067963,-0.20492790639400482,-0.2151414006948471,0.017986232414841652,0.12311222404241562,0.01798621006309986,0.12514950335025787,1.058231234550476
